#,"Referring Domain1","Domain Rating (desc)1","Ahrefs Rank","Total Backlinks","Backlinks for Referring Domain (Percent %)","Dofollow Backlinks","Dofollow Backlinks for Referring Domain (Percent %)","First Seen","Referring domains","Linked Domains","Organic Traffic"
820,obatforexhendelaslidijogja.blogspot.com,0,-,3,0,3,0,"2023-03-10 13:38:07",0,0,0
821,obatforexherbalbandung.blogspot.com,0,-,13,0,13,0.01,"2022-05-26 06:34:05",0,0,0
822,obatforexs.blogspot.com,0,-,3,0,3,0,"2022-06-07 03:17:53",0,0,0
823,obatforexse.blogspot.com,0,-,2,0,2,0,"2022-08-08 18:04:25",0,0,0
824,obatforexsem.blogspot.com,0,-,6,0,6,0,"2023-02-22 13:12:30",0,0,0
825,obatforexsema.blogspot.com,0,-,6,0,6,0,"2022-12-08 00:50:32",0,0,0
826,obatforexsemar.blogspot.com,0,-,7,0,7,0,"2022-05-20 19:55:22",0,0,0
827,obatforexsemara.blogspot.com,0,-,6,0,6,0,"2022-10-09 19:27:44",0,0,0
828,obatforexsemaran.blogspot.com,0,-,2,0,2,0,"2023-03-20 22:36:50",0,0,0
829,obatforexsemarang.blogspot.com,0,-,10,0,10,0,"2022-02-22 02:17:54",0,0,0
830,obatforexsemarangt.blogspot.com,0,-,1,0,1,0,"2023-03-20 00:28:14",0,0,0
831,obatforexsemarangtop.blogspot.com,0,-,4,0,4,0,"2023-03-16 17:49:07",0,0,0
832,obathendelforexkudus.blogspot.com,0,-,3,0,3,0,"2022-07-25 07:54:57",0,0,0
833,obchodnistrategieforex.blogspot.com,0,-,16,0.01,16,0.01,"2022-02-03 05:20:46",0,0,0
834,omundoforex.blogspot.com,0,-,1,0,1,0,"2023-03-16 08:59:57",0,0,0
835,online-forex-trading-philippines.blogspot.com,0,-,7,0,7,0,"2019-04-06 23:06:15",0,0,0
836,onlineforexbrokerindia.blogspot.com,0,-,68,0.02,68,0.03,"2019-03-19 02:00:18",0,0,0
837,onlineforexcard.blogspot.com,0,137712090,21,0.01,21,0.01,"2019-04-05 17:36:22",2,12,0
838,onlineforextrad.blogspot.com,0,115677169,4,0,4,0,"2022-01-06 20:14:07",2,238,0
839,onlineforextrading7.blogspot.com,0,153603807,2,0,2,0,"2022-03-02 19:10:23",2,7,0
840,onlineforextradingandfinancenews.blogspot.com,0,-,113,0.04,113,0.05,"2019-02-09 06:43:08",0,0,0
841,onlineforextradingstrategiess.blogspot.com,0,118417748,5,0,5,0,"2019-04-09 05:29:41",4,28,0
842,onlineforextradingsystem.blogspot.com,0,145907173,66,0.02,66,0.03,"2019-02-10 13:39:21",6,7,0
843,open-forex-trading.blogspot.com,0,-,10,0,10,0,"2021-11-14 16:01:46",0,0,0
844,parceriaroboforex.blogspot.com,0,152644194,266,0.08,266,0.11,"2019-02-19 20:24:24",7,59,0
845,passionforexamspatna.blogspot.com,0,154768638,9,0,9,0,"2020-03-30 17:31:15",1,5,0
846,pointspivotsforex.blogspot.com,0,-,8,0,8,0,"2019-03-22 10:23:42",0,0,0
847,pretorialostloverlovespellsforexlover.blogspot.com,0,-,2,0,2,0,"2023-02-10 01:33:29",0,0,0
848,profitableforexindicator.blogspot.com,0,-,6,0,6,0,"2021-05-25 16:22:28",0,0,0
849,profitinforextrading.blogspot.com,0,-,11,0,11,0,"2021-07-27 17:50:23",0,0,0
850,ratutradingforex.blogspot.com,0,-,1,0,1,0,"2019-04-07 13:42:27",0,0,0
851,roboforexaffl.blogspot.com,0,-,6,0,6,0,"2020-06-25 06:16:01",0,0,0
852,roboforexafrica.blogspot.com,0,-,1049,0.33,1049,0.43,"2019-02-15 02:07:30",0,0,0
853,roboforexangola.blogspot.com,0,116182515,1743,0.55,1743,0.71,"2016-05-11 01:24:56",8,74,0
854,roboforexbrazil.blogspot.com,0,162480951,1167,0.37,1167,0.48,"2018-04-18 07:17:01",6,22,0
855,roboforexguine.blogspot.com,0,-,1187,0.37,1187,0.48,"2016-06-14 21:00:44",0,0,0
856,roboforexmacao.blogspot.com,0,193099347,1183,0.37,1183,0.48,"2016-09-09 01:03:30",2,30,0
857,roboforexmozambique.blogspot.com,0,135987362,1186,0.37,1186,0.48,"2017-04-11 22:11:01",6,19,0
858,roboforexpt.blogspot.com,0,-,392,0.12,392,0.16,"2019-02-24 22:10:49",0,0,0
859,roboforexsaotome.blogspot.com,0,-,1131,0.36,1131,0.46,"2019-02-14 12:16:42",0,0,0
860,robotforexbagihasil.blogspot.com,0,142614142,43,0.01,43,0.02,"2022-06-20 16:44:51",1,8,0
861,robotforexdiindonesia.blogspot.com,0,143049574,43,0.01,43,0.02,"2022-03-10 20:57:21",1,9,0
862,robotforexgratis2022.blogspot.com,0,139308019,36,0.01,36,0.01,"2022-05-08 10:09:09",1,8,0
863,robotforexhalal.blogspot.com,0,141239709,29,0.01,29,0.01,"2022-04-01 00:36:54",1,9,0
864,robotforexsingleentry.blogspot.com,0,139308120,165,0.05,165,0.07,"2022-02-27 21:05:19",1,9,0
865,robotforexterbaikindonesia.blogspot.com,0,-,16,0.01,16,0.01,"2021-05-24 20:28:08",0,0,0
866,sawroboforex.blogspot.com,0,-,2,0,2,0,"2022-07-22 16:06:44",0,0,0
867,sekolahforexbandung.blogspot.com,0,-,6,0,6,0,"2022-05-16 07:28:11",0,0,0
868,sekolahforexbengkulu.blogspot.com,0,-,2,0,2,0,"2020-06-27 05:09:30",0,0,0
869,sekolahforexid.blogspot.com,0,-,1,0,1,0,"2023-03-16 13:56:45",0,0,0
870,sekolahforexlombok.blogspot.com,0,-,1,0,1,0,"2020-06-28 03:16:58",0,0,0
871,sekolahforexpekanbaru.blogspot.com,0,-,1,0,1,0,"2020-06-27 07:03:22",0,0,0
872,servicetradeforexcopier.blogspot.com,0,-,12,0,12,0,"2021-11-10 18:42:46",0,0,0
873,sewaroboforex.blogspot.com,0,-,21,0.01,21,0.01,"2021-01-21 12:11:06",0,0,0
874,sgmforex.blogspot.com,0,-,5,0,5,0,"2021-05-24 21:38:24",0,0,0
875,shamsulforextrading.blogspot.com,0,179435667,341,0.11,341,0.14,"2019-03-01 22:19:19",3,8,0
876,signalshotforex.blogspot.com,0,-,2,0,2,0,"2021-09-05 20:56:43",0,0,0
877,signalsusaforex.blogspot.com,0,-,3,0,3,0,"2021-08-03 05:37:36",0,0,0
878,sikulaforex.blogspot.com,0,-,6,0,6,0,"2022-01-07 14:51:58",0,0,0
879,singaporeforexcoursesreviews.blogspot.com,0,-,10,0,10,0,"2021-11-25 16:45:41",0,0,0
880,singsecretsforexpats.blogspot.com,0,-,10,0,10,0,"2021-02-13 20:21:06",0,0,0
881,sinyalforex02.blogspot.com,0,-,10,0,10,0,"2022-01-07 15:18:09",0,0,0
882,snowcatforex.blogspot.com,0,-,16,0.01,16,0.01,"2019-04-06 06:15:48",0,0,0
883,sofortverdienst-im-forex-trading.blogspot.com,0,-,41,0.01,41,0.02,"2019-08-05 23:45:16",0,0,0
884,softwareparaforex.blogspot.com,0,-,6,0,6,0,"2020-07-18 10:04:44",0,0,0
885,spellforexloveback.blogspot.com,0,146768114,9,0,9,0,"2022-12-15 14:11:47",6,6,0
886,spforexex.blogspot.com,0,-,6,0,6,0,"2022-05-21 22:45:06",0,0,0
887,stock-commodity-forex.blogspot.com,0,-,10,0,10,0,"2019-04-06 09:56:51",0,0,0
888,stock-forex-trading-signals.blogspot.com,0,-,13,0,13,0.01,"2021-03-06 21:00:27",0,0,0
889,stock-picks-forex-signals.blogspot.com,0,-,277,0.09,277,0.11,"2018-12-28 19:49:28",0,0,0
890,stockmarketforexsignalgenienews.blogspot.com,0,-,12,0,12,0,"2021-06-03 14:45:23",0,0,0
891,superforexcomindonesia.blogspot.com,0,-,5,0,5,0,"2021-09-02 11:29:34",0,0,0
892,superforextradingrobots.blogspot.com,0,-,3,0,3,0,"2022-10-29 20:07:57",0,0,0
893,sygnaly-forex.blogspot.com,0,-,6,0,6,0,"2022-06-17 00:05:17",0,0,0
894,techforexample.blogspot.com,0,-,6,0,6,0,"2021-05-06 15:14:12",0,0,0
895,techforexnews.blogspot.com,0,-,5,0,5,0,"2022-01-03 02:49:20",0,0,0
896,technoforextrade.blogspot.com,0,-,3,0,3,0,"2023-03-07 07:16:01",0,0,0
897,teknikanalisaforex.blogspot.com,0,-,4,0,4,0,"2023-01-14 07:52:17",0,0,0
898,tekniktradingforexselaluprofit.blogspot.com,0,-,4,0,4,0,"2023-03-01 22:44:24",0,0,0
899,tekniktradingforexsimple.blogspot.com,0,-,11,0,11,0,"2021-06-03 06:20:37",0,0,0
900,tekniktradingforextanpaloss.blogspot.com,0,-,10,0,10,0,"2021-10-22 06:56:55",0,0,0
901,thaiforexfamily-ea.blogspot.com,0,-,9,0,9,0,"2022-03-23 22:11:20",0,0,0
902,the-forex-forecast.blogspot.com,0,-,2,0,1,0,"2023-03-17 12:17:52",0,0,0
903,theforextrendyreviews.blogspot.com,0,132056502,9,0,9,0,"2020-09-27 02:56:30",11,5,0
904,thitruongforexvn.blogspot.com,0,-,22,0.01,22,0.01,"2019-03-12 17:10:55",0,0,0
905,tipsandtrickforextrading2017.blogspot.com,0,-,67,0.02,67,0.03,"2021-07-02 19:53:39",0,0,0
906,tokoobatforexdigrobogan.blogspot.com,0,-,1,0,1,0,"2023-03-22 10:37:27",0,0,0
907,tokoverenaobatforex.blogspot.com,0,-,3,0,3,0,"2022-07-31 20:08:46",0,0,0
908,tokoverenashopforex.blogspot.com,0,-,5,0,5,0,"2021-10-06 23:33:31",0,0,0
909,tokoverenashopobatforex.blogspot.com,0,-,8,0,8,0,"2021-01-01 17:13:14",0,0,0
910,topforexpt.blogspot.com,0,126193195,11,0,11,0,"2019-04-05 14:04:15",6,5,0
911,topforexrobots.blogspot.com,0,-,99,0.03,99,0.04,"2019-02-14 06:38:39",0,0,0
912,tradeforexcopierinfo.blogspot.com,0,-,13,0,13,0.01,"2021-04-10 19:18:11",0,0,0
913,tradeforexforlife.blogspot.com,0,-,9,0,9,0,"2020-09-16 10:03:50",0,0,0
914,traderforexdepok.blogspot.com,0,-,6,0,6,0,"2021-02-05 21:33:11",0,0,0
915,traderforexportugal.blogspot.com,0,-,22,0.01,22,0.01,"2022-01-02 23:32:42",0,0,0
916,trading-broker-forex.blogspot.com,0,-,13,0,13,0.01,"2019-03-18 21:37:12",0,0,0
917,trading-forexindo.blogspot.com,0,-,46,0.01,46,0.02,"2021-02-08 18:25:22",0,0,0
918,trading-forexmentor.blogspot.com,0,-,9,0,9,0,"2021-12-24 12:08:14",0,0,0
919,tradingbitcoindanforex.blogspot.com,0,-,4,0,4,0,"2022-02-02 20:53:47",0,0,0
920,tradingforex2014.blogspot.com,0,-,25,0.01,25,0.01,"2019-04-06 22:07:14",0,0,0
921,tradingforexsecret.blogspot.com,0,-,15,0,15,0.01,"2019-04-21 21:15:04",0,0,0
922,tradingonlinesahamdanforex.blogspot.com,0,-,24,0.01,24,0.01,"2019-03-13 00:21:38",0,0,0
923,trainingforexam.blogspot.com,0,154672907,23,0.01,23,0.01,"2019-02-08 23:40:14",1,6,0
924,travelforexploring.blogspot.com,0,-,24,0.01,24,0.01,"2021-03-21 15:20:13",0,0,0
925,trickforextrading.blogspot.com,0,-,21,0.01,21,0.01,"2021-08-18 08:16:21",0,0,0
926,triplearrowsystem-superezforex.blogspot.com,0,-,1,0,1,0,"2022-01-24 01:51:08",0,0,0
927,trustedforexsignals.blogspot.com,0,125619556,8,0,8,0,"2021-04-15 18:04:23",1,5,0
928,usa-forexmoney.blogspot.com,0,-,10,0,10,0,"2019-03-31 10:38:04",0,0,0
929,videoforexchannels.blogspot.com,0,-,4,0,4,0,"2023-01-12 07:25:40",0,0,0
930,vipforexsignalspro.blogspot.com,0,195640882,10,0,10,0,"2021-04-25 11:20:14",2,8,0
931,vutaforex.blogspot.com,0,-,34,0.01,34,0.01,"2021-04-10 00:18:17",0,0,0
932,weeklychartstrategyforex.blogspot.com,0,-,2,0,2,0,"2022-12-15 10:36:44",0,0,0
933,whatareforexadvisors.blogspot.com,0,-,10,0,10,0,"2021-06-05 07:59:24",0,0,0
934,world-trend-forex.blogspot.com,0,-,25,0.01,25,0.01,"2019-03-20 00:52:39",0,0,0
935,เล่นforexให้ได้กําไร.blogspot.com,0,-,19,0.01,19,0.01,"2021-05-14 12:20:23",0,0,0
936,เทรดforexแบบง่ายๆ.blogspot.com,0,-,11,0,11,0,"2021-01-15 23:16:26",0,0,0
937,เทรดforexให้รวย.blogspot.com,0,-,17,0.01,17,0.01,"2021-06-02 23:15:49",0,0,0
938,บริษัทรับเทรดforex.blogspot.com,0,-,18,0.01,18,0.01,"2021-04-06 08:13:38",0,0,0
939,วิธีเทรดforex.blogspot.com,0,-,17,0.01,17,0.01,"2020-05-23 07:03:31",0,0,0
940,วิธีเทรดหุ้นforex.blogspot.com,0,-,10,0,10,0,"2021-08-18 02:12:50",0,0,0
941,เทรดหุ้นforex.blogspot.com,0,-,16,0.01,16,0.01,"2021-05-21 03:16:43",0,0,0
942,โบรกเกอร์forexในไทย.blogspot.com,0,-,18,0.01,18,0.01,"2020-06-15 06:25:18",0,0,0
943,รับฝากเทรดforex.blogspot.com,0,-,13,0,13,0.01,"2021-05-27 19:14:15",0,0,0
944,yours-forex-signals.blogspot.com,0,-,96,0.03,96,0.04,"2019-03-03 03:12:47",0,0,0
945,zhoneeforex.blogspot.com,0,-,7,0,7,0,"2020-03-31 13:05:39",0,0,0
946,bonus-forex.com,0,128069990,2,0,0,0,"2023-03-05 14:30:38",4,29,0
947,booksforexpats.com,0,-,2,0,0,0,"2021-04-06 10:11:33",0,0,0
948,centuryforexservices.com,0,-,1,0,0,0,"2022-12-21 16:45:43",0,0,0
949,cheapestforex.com,0,-,4,0,0,0,"2019-04-23 00:42:47",0,0,0
950,coinsforexpro.com,0,-,1,0,0,0,"2022-05-11 06:47:16",0,0,0
951,daspanforex.com,0,-,1,0,0,0,"2021-06-19 05:03:17",0,0,0
952,davinnetteforex.com,0,188457477,1,0,0,0,"2022-11-27 18:03:09",1,6,0.01
953,digitalforextrending.com,0,124078790,18,0.01,18,0.01,"2022-11-23 20:47:45",16,"13,215",0
954,discoveryforexbureau.com,0,-,1,0,0,0,"2023-02-13 01:17:44",0,0,0
955,doctorsforexpats.com,0,128390892,2,0,0,0,"2022-08-10 06:01:36",1,0,0
956,dubaiforexexpo.com,0,153581681,1,0,0,0,"2023-01-11 09:12:53",13,3,39
957,easyforexfunds.com,0,-,1,0,0,0,"2022-12-04 06:52:02",0,0,0
958,eliteforexfirm.com,0,-,1,0,0,0,"2022-02-20 07:27:36",0,0,0
959,empresadeforexbrentfex.com,0,-,4,0,0,0,"2022-09-06 19:23:08",0,0,0
960,erichforex.com,0,-,1,0,0,0,"2022-01-15 23:41:42",0,0,0
961,excaliburforexteriors.com,0,131065267,1,0,1,0,"2023-02-12 18:05:55",3,0,1.0
962,exploreforexposure.com,0,206632728,18,0.01,0,0,"2022-07-03 22:39:18",1,6,0
963,flamforex.com,0,-,1,0,0,0,"2022-05-22 01:15:31",0,0,0
964,forex-bite.com,0,-,1,0,0,0,"2022-11-19 22:04:47",0,0,0
965,forex-coinsltd.com,0,-,3,0,0,0,"2022-03-21 07:46:50",0,0,0
966,forex-copy.com,0,-,1,0,0,0,"2022-01-07 16:22:38",0,0,0
967,forex-financelp.com,0,-,2,0,0,0,"2022-03-28 03:29:34",0,0,0
968,forex-know.com,0,-,2,0,0,0,"2021-05-13 12:02:35",0,0,0
969,forex-mk.com,0,-,1,0,0,0,"2023-02-14 07:01:11",0,0,0
970,forex245academy.com,0,-,2,0,2,0,"2021-04-03 07:01:34",0,0,0
971,forexallin1.com,0,205580889,1,0,0,0,"2023-02-20 23:40:28",1,16,0
972,forexati.com,0,-,1,0,0,0,"2022-08-06 10:42:13",0,0,0
973,forexbarn.com,0,181151079,1,0,0,0,"2022-01-07 17:18:59",1,15,0
974,forexbarsad.com,0,191170278,1,0,0,0,"2022-01-07 03:34:24",2,9,0
975,forexbaz.com,0,-,1,0,0,0,"2023-02-27 07:35:00",0,0,0
976,forexblend.com,0,-,1,0,0,0,"2022-01-07 02:11:22",0,0,0
977,forexbrew.com,0,-,1,0,0,0,"2022-01-07 17:50:01",0,0,0
978,forexbrokerworld.com,0,-,1,0,1,0,"2022-12-22 14:05:46",0,0,0
979,forexchasersbroker.com,0,-,2,0,0,0,"2023-03-19 04:20:58",0,0,0
980,forexclubtrader.com,0,-,1,0,0,0,"2021-07-02 19:19:18",0,0,0
981,forexcolimited.com,0,-,2,0,0,0,"2022-12-12 20:45:25",0,0,0
982,forexdautu.com,0,-,75,0.02,75,0.03,"2022-09-24 14:04:15",0,0,0
983,forexea2021.com,0,-,1,0,0,0,"2021-02-12 19:03:36",0,0,0
984,forexelitetrade.com,0,122671488,2,0,0,0,"2022-05-24 18:08:32",7,7,0
985,forexgta.com,0,-,1,0,0,0,"2022-09-25 02:43:23",0,0,0
986,forexgurubd.com,0,-,1,0,0,0,"2022-12-25 03:41:46",0,0,0
987,forexincrypto.com,0,-,1,0,0,0,"2020-06-16 20:40:18",0,0,0
988,forexintelligencena.com,0,-,6,0,6,0,"2022-07-20 18:43:14",0,0,0
989,forexlast.com,0,-,1,0,0,0,"2022-01-07 16:01:51",0,0,0
990,forexlogik.com,0,-,2,0,0,0,"2023-03-06 02:01:07",0,0,0
991,forexmarketupdate.com,0,158148783,1,0,0,0,"2021-08-06 10:36:15",7,20,0
992,forexmillionnaires.com,0,-,10,0,10,0,"2022-07-03 15:46:06",0,0,0
993,forexmmo.com,0,117885458,1,0,1,0,"2022-06-11 03:37:16",23,190,0
994,forexnewsalert.com,0,-,2,0,0,0,"2023-02-02 21:25:21",0,0,0
995,forexnewsuk.com,0,-,1,0,1,0,"2021-11-23 01:28:01",0,0,0
996,forexocity.com,0,-,1,0,0,0,"2022-01-09 01:17:23",0,0,0
997,forexopher.com,0,-,1,0,0,0,"2023-01-22 14:03:58",0,0,0
998,forexoptionstrd.com,0,-,2,0,0,0,"2022-06-09 23:45:19",0,0,0
999,forexparaemprendedores.com,0,133574276,1,0,0,0,"2022-03-08 19:05:37",8,3,7
1000,forexpixels.com,0,-,1,0,0,0,"2022-01-12 10:30:00",0,0,0
